sign_id,label_uz,label_ru,category,category_ru,sign_type,reason
sgn_00002269,"yaxshi_tong,_bugun_nima_rejalaringiz_bor","доброе утро, какие у вас планы на сегодня",jumlalar,предложения,continuous,no_samples
sgn_00002270,"yaxshi_kech,_xayrli_tun_tilayman","добрый вечер, желаю спокойной ночи",jumlalar,предложения,continuous,no_samples
sgn_00002271,"ko'rishguncha,_o'zingizga_ehtiyot_bo'ling","до встречи, берегите себя",jumlalar,предложения,continuous,no_samples
sgn_00002272,"qandaysiz,_bugun_yaxshimisiz","как вы, сегодня хорошо ли у вас",jumlalar,предложения,continuous,no_samples
sgn_00002273,yaxshi_kuningiz_bo'lsin,пусть у вас будет хороший день,jumlalar,предложения,continuous,no_samples
sgn_00002274,"xush_kelibsiz,_uyimizga_marhamat","добро пожаловать, милости просим в наш дом",jumlalar,предложения,continuous,no_samples
sgn_00002275,"rahmat,_sizga_ham_yaxshi_kun","спасибо, вам тоже хорошего дня",jumlalar,предложения,continuous,no_samples
sgn_00002276,"kechirasiz,_sizni_bezovta_qildim","извините, я вас побеспокоил",jumlalar,предложения,continuous,no_samples
sgn_00002277,"marhamat,_ichkariga_kiring","пожалуйста, заходите внутрь",jumlalar,предложения,continuous,no_samples
sgn_00002278,"hozir_iltimos,_o'tiring","сейчас пожалуйста, садитесь",jumlalar,предложения,continuous,no_samples
sgn_00002279,"xayr,_yo'lingiz_bexatar_bo'lsin","до свидания, пусть дорога будет безопасной",jumlalar,предложения,continuous,no_samples
sgn_00002280,"ertaga_ko'rishamiz,_xayr","увидимся завтра, до свидания",jumlalar,предложения,continuous,no_samples
sgn_00002281,yaxshi_dam_oling,хорошо отдохните,jumlalar,предложения,continuous,no_samples
sgn_00002282,sizni_ko'rganimdan_xursandman,рад вас видеть,jumlalar,предложения,continuous,no_samples
sgn_00002283,uzoq_vaqt_ko'rishmadik,мы давно не виделись,jumlalar,предложения,continuous,no_samples
sgn_00002284,qanday_o'tdi_kuningiz,как прошёл ваш день,jumlalar,предложения,continuous,no_samples
sgn_00002285,bugun_juda_yaxshi_kun,сегодня очень хороший день,jumlalar,предложения,continuous,no_samples
sgn_00002286,tun_yaxshi_o'tsin,пусть ночь пройдёт хорошо,jumlalar,предложения,continuous,no_samples
sgn_00002287,sizni_kutib_qolgan_edik,мы вас ждали,jumlalar,предложения,continuous,no_samples
sgn_00002288,xayrli_tong_tilayman,желаю доброго утра,jumlalar,предложения,continuous,no_samples
sgn_00002289,hozir_kechqurun_ko'rishguncha,сейчас до встречи вечером,jumlalar,предложения,continuous,no_samples
sgn_00002290,yana_ko'rishamiz_deb_umid_qilaman,"надеюсь, мы ещё увидимся",jumlalar,предложения,continuous,no_samples
sgn_00002291,siz_bilan_tanishganimdan_xursandman,рад познакомиться с вами,jumlalar,предложения,continuous,no_samples
sgn_00002292,"ismingiz_nima,_iltimos","как вас зовут, пожалуйста",jumlalar,предложения,continuous,no_samples
sgn_00002293,men_sizni_yaxshi_ko'raman,я вас люблю,jumlalar,предложения,continuous,no_samples
sgn_00002294,do'stlarim_bilan_salomlashdim,я поздоровался с друзьями,jumlalar,предложения,continuous,no_samples
sgn_00002295,telefonda_do'stim_bilan_gaplashdim,я поговорил с другом по телефону,jumlalar,предложения,continuous,no_samples
sgn_00002296,hozir_mehmonlarimiz_kelishdi,сейчас наши гости пришли,jumlalar,предложения,continuous,no_samples
sgn_00002297,mehmonlarni_kutib_oldik,мы встретили гостей,jumlalar,предложения,continuous,no_samples
sgn_00002298,uyga_qaytib_keldim,я вернулся домой,jumlalar,предложения,continuous,no_samples
sgn_00002299,ishdan_keyin_dam_olaman,после работы я отдыхаю,jumlalar,предложения,continuous,no_samples
sgn_00002300,bugun_kechqurun_uchrashamiz,сегодня вечером мы встретимся,jumlalar,предложения,continuous,no_samples
sgn_00002301,ertalab_erta_turdim,утром я рано встал,jumlalar,предложения,continuous,no_samples
sgn_00002302,tushlik_vaqtida_dam_oldim,в обеденное время я отдохнул,jumlalar,предложения,continuous,no_samples
sgn_00002303,kechki_ovqatdan_keyin_sayr_qildim,после ужина я погулял,jumlalar,предложения,continuous,no_samples
sgn_00002304,do'stlarim_bilan_uchrashdim,я встретился с друзьями,jumlalar,предложения,continuous,no_samples
sgn_00002305,sinfdoshlarim_bilan_ko'rishdim,я увидел одноклассников,jumlalar,предложения,continuous,no_samples
sgn_00002306,qo'shnim_bilan_salomlashdim,я поздоровался с соседом,jumlalar,предложения,continuous,no_samples
sgn_00002307,bolalar_bog'chaga_ketishdi,дети ушли в детский сад,jumlalar,предложения,continuous,no_samples
sgn_00002308,maktabga_borish_vaqti_keldi,пришло время идти в школу,jumlalar,предложения,continuous,no_samples
sgn_00002309,ishga_kech_qoldim,я опоздал на работу,jumlalar,предложения,continuous,no_samples
sgn_00002310,"kechirasiz,_kech_qoldim","извините, я опоздал",jumlalar,предложения,continuous,no_samples
sgn_00002311,"rahmat,_yordamingiz_uchun",спасибо за вашу помощь,jumlalar,предложения,continuous,no_samples
sgn_00002312,hozir_juda_minnatdorman,сейчас я очень благодарен,jumlalar,предложения,continuous,no_samples
sgn_00002313,hech_qisi_yo'q,ничего страшного,jumlalar,предложения,continuous,no_samples
sgn_00002314,hozir_muammo_yo'q,сейчас нет проблем,jumlalar,предложения,continuous,no_samples
sgn_00002315,"albatta,_yordam_beraman","конечно, я помогу",jumlalar,предложения,continuous,no_samples
sgn_00002316,"xohlasangiz,_yordam_bera_olaman","если хотите, я могу помочь",jumlalar,предложения,continuous,no_samples
sgn_00002317,sizga_qanday_yordam_bera_olaman,чем я могу вам помочь,jumlalar,предложения,continuous,no_samples
sgn_00002318,"bir_daqiqa_kuting,_iltimos","подождите минуту, пожалуйста",jumlalar,предложения,continuous,no_samples
sgn_00002319,hozir_hozir_kelaman,сейчас сейчас приду,jumlalar,предложения,continuous,no_samples
sgn_00002320,bir_ozdan_keyin_qaytaman,вернусь через немного,jumlalar,предложения,continuous,no_samples
sgn_00002321,hozir_sizni_eshitmayapman,сейчас я вас не слышу,jumlalar,предложения,continuous,no_samples
sgn_00002322,"qayta_ayting,_iltimos","повторите, пожалуйста",jumlalar,предложения,continuous,no_samples
sgn_00002323,"tushunmadim,_yana_ayting","не понял, скажите ещё раз",jumlalar,предложения,continuous,no_samples
sgn_00002324,"hozir_tushundim,_rahmat","сейчас понял, спасибо",jumlalar,предложения,continuous,no_samples
sgn_00002325,"ha,_to'g'ri_aytdingiz","да, вы правильно сказали",jumlalar,предложения,continuous,no_samples
sgn_00002326,"yo'q,_bu_noto'g'ri","нет, это неправильно",jumlalar,предложения,continuous,no_samples
sgn_00002327,balki_keyinroq_gaplashamiz,"может быть, поговорим позже",jumlalar,предложения,continuous,no_samples
sgn_00002328,hozir_hozir_bandman,сейчас сейчас я занят,jumlalar,предложения,continuous,no_samples
sgn_00002329,keyinroq_qo'ng'iroq_qilaman,позвоню позже,jumlalar,предложения,continuous,no_samples
sgn_00002330,hozir_xabar_yuboring,сейчас отправьте сообщение,jumlalar,предложения,continuous,no_samples
sgn_00002331,hozir_telegramdan_yozing,сейчас напишите в телеграм,jumlalar,предложения,continuous,no_samples
sgn_00002332,hozir_manzilni_yuboring,сейчас отправьте адрес,jumlalar,предложения,continuous,no_samples
sgn_00002333,hozir_qayerdasiz_hozir,сейчас где вы сейчас,jumlalar,предложения,continuous,no_samples
sgn_00002334,men_uyda_turibman,я дома,jumlalar,предложения,continuous,no_samples
sgn_00002335,hozir_yo'lda_turibman,сейчас я в пути,jumlalar,предложения,continuous,no_samples
sgn_00002336,tez_orada_yetib_boraman,скоро прибуду,jumlalar,предложения,continuous,no_samples
sgn_00002337,"kutib_turing,_iltimos","подождите, пожалуйста",jumlalar,предложения,continuous,no_samples
sgn_00002338,"sabr_qiling,_tez_orada","потерпите, скоро",jumlalar,предложения,continuous,no_samples
sgn_00002339,yaxshi_yangiliklar_bormi,есть хорошие новости,jumlalar,предложения,continuous,no_samples
sgn_00002340,hozir_hammasi_yaxshi,сейчас всё хорошо,jumlalar,предложения,continuous,no_samples
sgn_00002341,hozir_hammasi_joyida,сейчас всё в порядке,jumlalar,предложения,continuous,no_samples
sgn_00002342,hozir_xavotir_olmang,сейчас не беспокойтесь,jumlalar,предложения,continuous,no_samples
sgn_00002343,o'zingizga_g'amxo'rlik_qiling,заботьтесь о себе,jumlalar,предложения,continuous,no_samples
sgn_00002344,hozir_sog'_bo'ling,сейчас будьте здоровы,jumlalar,предложения,continuous,no_samples
sgn_00002345,hozir_omadingiz_bersin,сейчас пусть вам повезёт,jumlalar,предложения,continuous,no_samples
sgn_00002346,hozir_muvaffaqiyatlar_tilayman,сейчас желаю успехов,jumlalar,предложения,continuous,no_samples
sgn_00002347,"tabriklayman,_bayramingiz_bilan",поздравляю с праздником,jumlalar,предложения,continuous,no_samples
sgn_00002348,tug'ilgan_kuningiz_bilan,с днём рождения,jumlalar,предложения,continuous,no_samples
sgn_00002349,yangi_yil_bilan,с новым годом,jumlalar,предложения,continuous,no_samples
sgn_00002350,ramazon_hayiti_muborak,поздравляю с праздником Рамазан,jumlalar,предложения,continuous,no_samples
sgn_00002351,qurbon_hayiti_muborak,поздравляю с праздником Курбан,jumlalar,предложения,continuous,no_samples
sgn_00002352,navro'z_bayrami_bilan,с праздником Навруз,jumlalar,предложения,continuous,no_samples
sgn_00002353,to'yga_taklif_qilganingiz_uchun_rahmat,спасибо за приглашение на свадьбу,jumlalar,предложения,continuous,no_samples
sgn_00002354,hozir_marosimga_keling,сейчас приходите на церемонию,jumlalar,предложения,continuous,no_samples
sgn_00002355,tadbir_juda_chiroyli_o'tdi,мероприятие прошло очень красиво,jumlalar,предложения,continuous,no_samples
sgn_00002356,hozir_ko'rishganimizdan_xursandman,сейчас рад нашей встрече,jumlalar,предложения,continuous,no_samples
sgn_00002357,hozir_yana_uchrashamiz,сейчас мы ещё встретимся,jumlalar,предложения,continuous,no_samples
sgn_00002358,"xayr,_sog'_bo'ling","до свидания, будьте здоровы",jumlalar,предложения,continuous,no_samples
sgn_00002359,ertaga_telefon_qilaman,завтра позвоню,jumlalar,предложения,continuous,no_samples
sgn_00002360,bugun_juda_band_edim,сегодня я был очень занят,jumlalar,предложения,continuous,no_samples
sgn_00002361,hozir_kechqurun_bo'shman,сейчас вечером я свободен,jumlalar,предложения,continuous,no_samples
sgn_00002362,ertaga_ertalab_uchrashamizmi,встретимся завтра утром,jumlalar,предложения,continuous,no_samples
sgn_00002363,soat_nechida_uchrashamiz,в котором часу встретимся,jumlalar,предложения,continuous,no_samples
sgn_00002364,poyezd_stantsiyada_kutib_turing,ждите на вокзале,jumlalar,предложения,continuous,no_samples
sgn_00002365,mening_otam_fermer,мой отец фермер,jumlalar,предложения,continuous,no_samples
sgn_00002366,mening_onam_o'qituvchi,моя мать учительница,jumlalar,предложения,continuous,no_samples
sgn_00002367,akam_universitetda_o'qiydi,мой брат учится в университете,jumlalar,предложения,continuous,no_samples
sgn_00002368,opam_shifokor_bo'lib_ishlaydi,моя сестра работает врачом,jumlalar,предложения,continuous,no_samples
sgn_00002369,bobom_qishloqda_yashaydi,мой дедушка живёт в деревне,jumlalar,предложения,continuous,no_samples
sgn_00002370,hozir_buvisi_nafaqada,сейчас моя бабушка на пенсии,jumlalar,предложения,continuous,no_samples
sgn_00002371,men_ikki_farzandli_otaman,я отец двоих детей,jumlalar,предложения,continuous,no_samples
sgn_00002372,mening_oilam_katta,моя семья большая,jumlalar,предложения,continuous,no_samples
sgn_00002373,singlim_maktabda_o'qiydi,моя сестрёнка учится в школе,jumlalar,предложения,continuous,no_samples
sgn_00002374,ukam_futbol_o'ynaydi,мой младший брат играет в футбол,jumlalar,предложения,continuous,no_samples
sgn_00002375,men_turmush_o'rtog'im_bilan_yashayman,я живу с супругой,jumlalar,предложения,continuous,no_samples
sgn_00002376,qizim_bog'chaga_boradi,моя дочь ходит в садик,jumlalar,предложения,continuous,no_samples
sgn_00002377,o'g'lim_maktabga_bordi,мой сын пошёл в школу,jumlalar,предложения,continuous,no_samples
sgn_00002378,nevaralarim_meni_juda_yaxshi_ko'radi,внуки очень любят меня,jumlalar,предложения,continuous,no_samples
sgn_00002379,men_oilamni_yaxshi_ko'raman,я люблю свою семью,jumlalar,предложения,continuous,no_samples
sgn_00002380,akam_bilan_do'stmiz,мы с братом друзья,jumlalar,предложения,continuous,no_samples
sgn_00002381,opam_bilan_gaplashdim,я поговорила с сестрой,jumlalar,предложения,continuous,no_samples
sgn_00002382,oilam_har_hafta_yig'iladi,семья собирается каждую неделю,jumlalar,предложения,continuous,no_samples
sgn_00002383,men_katta_oiladanman,я из большой семьи,jumlalar,предложения,continuous,no_samples
sgn_00002384,men_yolg'iz_farzandman,я единственный ребёнок,jumlalar,предложения,continuous,no_samples
sgn_00002385,mening_oilamda_beshta_odam_bor,в моей семье пять человек,jumlalar,предложения,continuous,no_samples
sgn_00002386,bobom_va_buvim_biz_bilan_yashaydi,дедушка и бабушка живут с нами,jumlalar,предложения,continuous,no_samples
sgn_00002387,bugun_men_o'g'ilman,сегодня я сын,jumlalar,предложения,continuous,no_samples
sgn_00002388,bugun_men_qizman,сегодня я дочь,jumlalar,предложения,continuous,no_samples
sgn_00002389,bugun_men_erkakman,сегодня я мужчина,jumlalar,предложения,continuous,no_samples
sgn_00002390,bugun_men_ayolman,сегодня я женщина,jumlalar,предложения,continuous,no_samples
sgn_00002391,men_yosh_bolaman,я маленький ребёнок,jumlalar,предложения,continuous,no_samples
sgn_00002392,bugun_men_kattalar,сегодня я взрослый,jumlalar,предложения,continuous,no_samples
sgn_00002393,men_o'n_besh_yoshdaman,мне пятнадцать лет,jumlalar,предложения,continuous,no_samples
sgn_00002394,men_yigirma_yoshdaman,мне двадцать лет,jumlalar,предложения,continuous,no_samples
sgn_00002395,men_qari_odamman,я пожилой человек,jumlalar,предложения,continuous,no_samples
sgn_00002396,bu_mening_do'stim,это мой друг,jumlalar,предложения,continuous,no_samples
sgn_00002397,bu_mening_qo'shnim,это мой сосед,jumlalar,предложения,continuous,no_samples
sgn_00002398,u_mening_ustozim,он мой учитель,jumlalar,предложения,continuous,no_samples
sgn_00002399,u_mening_shogirdim,он мой ученик,jumlalar,предложения,continuous,no_samples
sgn_00002400,bugun_men_hamshiraman,сегодня я медсестра,jumlalar,предложения,continuous,no_samples
sgn_00002401,bugun_men_muhandisman,сегодня я инженер,jumlalar,предложения,continuous,no_samples
sgn_00002402,bugun_men_dasturchiman,сегодня я программист,jumlalar,предложения,continuous,no_samples
sgn_00002403,bugun_men_haydovchiman,сегодня я водитель,jumlalar,предложения,continuous,no_samples
sgn_00002404,bugun_men_sotuvchiman,сегодня я продавец,jumlalar,предложения,continuous,no_samples
sgn_00002405,bugun_men_oshpazman,сегодня я повар,jumlalar,предложения,continuous,no_samples
sgn_00002406,bugun_men_talabaman,сегодня я студент,jumlalar,предложения,continuous,no_samples
sgn_00002407,bugun_men_o'qituvchiman,сегодня я учитель,jumlalar,предложения,continuous,no_samples
sgn_00002408,bugun_men_shifokorman,сегодня я врач,jumlalar,предложения,continuous,no_samples
sgn_00002409,bugun_men_fermerman,сегодня я фермер,jumlalar,предложения,continuous,no_samples
sgn_00002410,bugun_men_rassomman,сегодня я художник,jumlalar,предложения,continuous,no_samples
sgn_00002411,bugun_men_musiqachiman,сегодня я музыкант,jumlalar,предложения,continuous,no_samples
sgn_00002412,bugun_men_sportchiman,сегодня я спортсмен,jumlalar,предложения,continuous,no_samples
sgn_00002413,bugun_men_tadbirkorman,сегодня я предприниматель,jumlalar,предложения,continuous,no_samples
sgn_00002414,bugun_men_xodimman,сегодня я сотрудник,jumlalar,предложения,continuous,no_samples
sgn_00002415,bugun_men_rahbar,сегодня я руководитель,jumlalar,предложения,continuous,no_samples
sgn_00002416,u_yaxshi_odam,он хороший человек,jumlalar,предложения,continuous,no_samples
sgn_00002417,u_mehribon_ayol,она добрая женщина,jumlalar,предложения,continuous,no_samples
sgn_00002418,bolalar_bog'chada_o'ynayapti,дети играют в садике,jumlalar,предложения,continuous,no_samples
sgn_00002419,yoshlar_sport_maydonchasida,молодёжь на спортивной площадке,jumlalar,предложения,continuous,no_samples
sgn_00002420,qari_odamlar_bog'da_o'tiradi,пожилые люди сидят в парке,jumlalar,предложения,continuous,no_samples
sgn_00002421,men_yangi_odam_bilan_tanishdim,я познакомился с новым человеком,jumlalar,предложения,continuous,no_samples
sgn_00002422,u_mening_yaqin_do'stim,он мой близкий друг,jumlalar,предложения,continuous,no_samples
